item_id,item_name,year_released,item_type,views
sw0343,"Han Solo, Tan Legs with Holster Pattern, Parka Hood with Tan Fur",2011,M,0
sw0344,R-3PO Protocol Droid,2011,M,0
sw0345,"2-1B Medical Droid Dotted Badge Pattern, Light Bluish Gray Legs",2011,M,0
sw0346,"Princess Leia (Hoth Outfit, French Braid Hair)",2011,M,0
sw0347,Battle Droid Security with Straight Arm - Dot Pattern on Torso,2011,M,0
sw0348,Droideka - Destroyer Droid Reddish Brown Top,2011,M,1
sw0349,"Anakin Skywalker Short Legs, Hair",2011,M,0
sw0350,Dengar Light Bluish Gray Torso,2011,M,0
sw0351,IG-88 Printed Head,2011,M,1
sw0352,Admiral Firmus Piett,2011,M,0
sw0354,Zev Senesca - Plain Helmet,2011,M,0
sw0355,"Clone Trooper Pilot Phase 1 - Yellow Markings, Black Head",2011,M,0
sw0356,Han Solo (Celebration),2011,M,0
sw0357,"Han Solo, Young",2011,M,1
sw0358,Santa Yoda with Backpack,2011,M,2
sw0359,Commando Droid,2012,M,0
sw0360,Battle Droid Pilot with Blue Torso with Tan Insignia and One Straight Arm,2011,M,0
sw0361,Anakin Skywalker Sith Face,2012,M,1
sw0362,Obi-Wan Kenobi Dark Tan Legs,2012,M,0
sw0363,Nute Gunray - Orange Robe,2012,M,0
sw0364,"Sandtrooper - Orange Pauldron, Survival Backpack, Dirt Stains, Balaclava Head Print and Helmet with Dotted Mouth Pattern",2012,M,0
sw0365,C-3PO - Colorful Wires Pattern,2012,M,2
sw0366,"Stormtrooper Detailed Armor, Patterned Head, Dotted Mouth Pattern",2012,M,0
sw0367,Endor Rebel Commando - Dark Tan Vest,2012,M,0
sw0368,Endor Rebel Commando - Stubble,2012,M,0
sw0369,"Rebel Pilot Y-wing Jon ""Dutch"" Vander, Gold Leader - Light Nougat Head with Visor and Chin Strap",2012,M,0
sw0370,"Astromech Droid, R5-F7",2012,M,0
sw0371,Princess Leia Celebration Outfit,2012,M,0
sw0372,Jek Porkins,2012,M,0
sw0373,"Astromech Droid, R5-D8 / R5-D4",2012,M,0
sw0374,Death Star Trooper,2012,M,0
sw0375,"Astromech Droid, R5-J2",2012,M,0
sw0376,"Imperial Officer Captain / Commandant / Commander - Two Code Cylinders, Cavalry Kepi",2012,M,0
sw0377,"Clone ARC Trooper, Rancor Battalion Phase 1 - Dark Red Cloth Pauldron, Black Cloth Kama, Large Eyes",2012,M,0
sw0378,"Clone ARF Trooper, Rancor Battalion Phase 1 - Large Eyes",2012,M,0
sw0379,Barriss Offee - Dark Blue Cape and Hood,2012,M,0
sw0380,"Clone Trooper Commander Gree, 41st Elite Corps Phase 1 - Large Eyes",2012,M,1
sw0381,Geonosian Warrior with Wings,2012,M,0
sw0382,Geonosian Zombie with Wings,2012,M,0
sw0383,"Sandtrooper - White Pauldron, Survival Backpack, Dirt Stains, Balaclava Head Print and Helmet with Dotted Mouth Pattern",2012,M,0
sw0384,Darth Maul - Printed Red Arms,2012,M,0
sw0385,"TC-14 Protocol Droid - Chrome Silver with Blue, Red and White Wires Pattern",2012,M,0
sw0386,Darth Vader Black Head,2007,M,0
sw0387,Queen Amidala,2012,M,0
sw0388,Obi-Wan Kenobi (Old) - Short Cape (Watch 9002939),2009,M,0
sw0389,Satele Shan,2012,M,0
sw0390,"Astromech Droid, T7-O1",2012,M,0
sw0391,Republic Trooper Jace Malcom,2012,M,0
sw0392,Even Piell,2012,M,0
sw0393,"Astromech Droid, R3-D5",2012,M,0
sw0394,Darth Maul Silver Neck Clasp Torso,2010,M,1
sw0395,Luke Skywalker Dark Bluish Gray Jedi Robe,2012,M,0
sw0396,Boba Fett - Head Beard Stubble,2012,M,0
sw0397,Kithaba,2012,M,0
sw0398,"Lando Calrissian - Skiff Guard, Tan Hips",2012,M,1
sw0399,Rebel Pilot X-wing,2012,M,0
sw0400,"Lobot - Light Nougat, Black Eyebrows",2012,M,0
sw0401,"Imperial AT-ST Pilot / Driver Plain Helmet, Dual Sided Head",2012,M,1
sw0402,Jabba The Hutt - Tan Face,2012,M,7
sw0403,"Han Solo, Reddish Brown Legs without Holster Pattern, Dual Sided Head",2012,M,1
sw0404,"Bib Fortuna - Cape, Light Nougat Skin",2012,M,0
sw0405,"Gamorrean Guard Olive Green, Detailed",2012,M,0
sw0406,Oola,2012,M,0
sw0407,Boushh,2012,M,0
sw0408,Salacious B. Crumb,2012,M,1
sw0409,Obi-Wan Kenobi Breathing Apparatus,2012,M,0
sw0410,Qui-Gon Jinn Breathing Apparatus,2012,M,0
sw0411,"Padme Amidala - Senator, Large Eyes",2012,M,0
sw0412,BOmarr Monk Trans-Orange Plate,2012,M,0
sw0413,Darth Malgus,2012,M,2
sw0414,Sith Trooper - Black Armor with Plain Legs,2012,M,0
sw0415,Battle Droid Commander with Straight Arm,2012,M,0
sw0416,Pre Vizsla,2012,M,0
sw0417,Mace Windu Cape,2012,M,0
sw0418,Chancellor Palpatine - Episode 3 Dark Red Outfit,2012,M,0
sw0419,"Anakin Skywalker Sith Face, Cape",2012,M,0
sw0420,Saesee Tiin with Cape,2012,M,0
sw0421,Agen Kolar,2012,M,1
sw0422,Kit Fisto with Cape,2012,M,0
sw0423,Santa Darth Maul,2012,M,0
sw0424,"Astromech Droid, R2-D2, Snowman",2012,M,0
sw0425,Hoth Rebel Trooper Tan Uniform Moustache,2012,M,0
sw0426,Imperial Officer with Battle Armor Captain / Commandant / Commander - Chin Strap,2012,M,0
sw0427,Rebel Fleet Trooper - Grin,2012,M,0
sw0428,"Snowtrooper, Light Bluish Gray Hips, White Hands, Printed Head",2012,M,0
sw0429,DRK-1 Dark Eye Probe Droid Black with Stand,2012,M,0
sw0430,"Gonk Droid GNK Power Droid, Light Bluish Gray Body and Dark Bluish Gray Legs",2012,M,0
sw0431,Boba Fett - Balaclava Head,2012,M,0
sw0432,"Luke Skywalker (Tatooine, Smiling)",2012,M,1
sw0433,"Luke Skywalker Dark Bluish Gray Jedi Robe, Dual Sided Head",2013,M,0
sw0434,Malakili,2013,M,0
sw0435,Pong Krell,2013,M,1
sw0436,Sith Trooper - Dark Red Armor,2013,M,1
sw0437,"Rebel Pilot A-wing Open Helmet, Dark Green Jumpsuit, Frown / Scared Arvel Crynyd",2013,M,1
sw0438,Clone Trooper Sergeant Phase 1 - Scowl,2013,M,0
sw0439,"Clone Trooper Pilot, 501st Legion Phase 2 - Large Eyes",2013,M,0
sw0440,Republic Trooper Smirk,2013,M,0
sw0441,Droideka - Destroyer Droid Pearl Dark Gray Arms Mechanical,2013,M,1
sw0441a,Droideka - Destroyer Droid Flat Silver Arms Mechanical,2014,M,2
sw0442,Clone Trooper Phase 1 - Scowl,2013,M,0
sw0443,Sith Trooper - Black Armor with Printed Legs,2013,M,0
sw0444,Republic Trooper Cheek Lines,2013,M,0
sw0445,"Clone Trooper, 501st Legion Phase 2 - Blue Arms, Large Eyes",2013,M,2
sw0446,"Yoda Clone Wars, White Hair, Torso with Back Printing",2013,M,0
sw0446a,"Yoda Clone Wars, Gray Hair, Torso with Back Printing",2013,M,1
sw0447,Droideka - Destroyer Droid Sniper Droid,2013,M,0
sw0448,Commando Droid Captain,2013,M,0
sw0449,Obi-Wan Kenobi Medium Nougat Legs,2013,M,0
sw0450,"Clone Trooper Captain Rex, 501st Legion Phase 2 - Blue Cloth Pauldron, Black Cloth Kama, Large Eyes",2013,M,2
sw0451,"Han Solo, Reddish Brown Legs with Holster Pattern, Vest with Pockets",2013,M,0
sw0452,Ahsoka Tano Padawan - Backless Vest with Belt and Sash,2013,M,0
sw0453,"Clone Trooper, 212th Attack Battalion Phase 2 - Bright Light Orange Arms, Large Eyes",2013,M,1
sw0454,Umbaran Soldier,2013,M,0
sw0455,Rebel Pilot B-wing Reddish Brown Helmet,2013,M,3
sw0456,"Astromech Droid, R4-P17 - Black Full Rectangles",2013,M,0
sw0457,Imperial TIE Fighter / Bomber Pilot,2013,M,0
sw0458,Snowspeeder Pilot - White Helmet,2013,M,2
sw0459,"Imperial Probe Droid Trans-Clear Dish Stand, Lever on Top",2013,M,0
sw0460,General Rieekan,2013,M,0
sw0461,"Luke Skywalker (Pilot, Printed Legs)",2013,M,0
sw0462,Hoth Rebel Trooper Tan Uniform Stubble,2013,M,0
sw0463,"Snowtrooper, Light Bluish Gray Hips, Light Bluish Gray Hands, Printed Head, Torso Back Printing",2013,M,0
sw0464,Darth Vader (Celebration),2013,M,0
sw0465,"Yoda, NY I Heart Torso, Gray Hair Toy Fair 2013 Exclusive",2013,M,23
sw0465a,"Yoda, NY I Heart Torso, White Hair TRU Times Square 2013 Exclusive",2013,M,20
sw0466,"Han Solo Hoth, Snow Goggles and Tan Bandana",2013,M,0
sw0467,Battle Droid Dark Orange without Back Plate,2013,M,0
sw0467b,Battle Droid Dark Orange with Back Plate,2013,M,1
sw0468,Jango Fett Smile,2013,M,2
sw0469,Stass Allie,2013,M,0
sw0471,"Yoda Olive Green, Neck Bracket",2013,M,0
sw0472,Count Dooku - White Hair,2013,M,2
sw0473,FA-4 Pilot Droid,2013,M,0
sw0474,Poggle the Lesser,2013,M,0
sw0475,Jek-14 with Clone Helmet,2013,M,0
sw0475a,Jek-14 with Hair,2013,M,0
sw0476,Bounty Hunter,2013,M,0
sw0477,"Astromech Droid, R4-G0",2013,M,1
sw0478,Special Forces Clone Trooper,2013,M,0
sw0479,Mace Windu White Legs,2013,M,2
sw0480,Coleman Trebor,2013,M,0
sw0481,"Clone Trooper Commander Phase 1 - Yellow Arms, Scowl",2013,M,0
sw0482,Battle Droid Commander Dark Orange,2013,M,1
sw0483,Ree-Yees,2013,M,0
sw0485,Princess Leia - Slave Outfit,2013,M,0
sw0486,Max Rebo,2013,M,1
sw0487,Weequay Skiff Guard,2013,M,0
sw0488,"Anakin Skywalker Padawan, Combed Hair",2013,M,0
sw0489,Obi-Wan Kenobi Mid-Length Tousled with Center Part Hair,2013,M,0
sw0490,Padme Amidala - Geonosis Arena,2013,M,0
sw0491,"Clone Trooper Pilot Phase 1 - Bright Light Orange Markings, Scowl",2013,M,0
sw0492,Clone Trooper Captain Phase 1 - Scowl,2013,M,0
sw0493,Darth Maul - Mechanical Legs,2013,M,0
sw0494,Mandalorian Super Commando,2013,M,3
sw0495,Mandalorian Super Commando Head with High Brow Pattern,2013,M,0
sw0496,Nikto Guard,2013,M,1
sw0497,Cad Bane - Reddish Brown Hands and Legs,2013,M,0
sw0498,Obi-Wan Kenobi Rako Hardeen Bounty Hunter Disguise,2013,M,0
sw0499,Sith Warrior,2013,M,0
sw0500,Jedi Knight,2013,M,2
sw0501,Jedi Consular,2013,M,0
sw0502,Clone Trooper Lieutenant Phase 1 - Scowl,2013,M,8
sw0503,Special Forces Commander,2013,M,1
sw0504,"Princess Leia Endor, Loose Hair",2013,M,0
sw0505,Scout Trooper Black Legs,2013,M,0
sw0506,Santa Jango Fett,2013,M,0
sw0507,Endor Rebel Trooper Sand Green,2013,M,0
sw0508,Ewok Warrior,2013,M,0
sw0509,"Luke Skywalker Jedi Master, Endor, Dark Tan Hair, Smile / Open Mouth",2013,M,0
sw0510,Teebo Ewok,2013,M,1
sw0511,Endor Rebel Commando - Beard and Angry Dual Sided Head,2013,M,1
sw0512,"Astromech Droid, R2-D2, Flat Silver Head",2013,M,0
sw0513,Wicket Ewok with Tan Face Paint Pattern,2013,M,0
sw0514,"Boba Fett, Young - Light Nougat Head",2013,M,0
sw0515,"General Grievous - Bent Legs, White Armor",2014,M,1
sw0516,Holocron Droid,2013,M,2
sw0517,Female Padawan - Small Eyes,2013,M,3
sw0517a,Female Padawan - Large Eyes,2013,M,0
sw0518,"Clone Scout Trooper, 41st Elite Corps Phase 2 - Kashyyyk Camouflage, Scowl",2014,M,4
sw0519,"Clone Trooper, 41st Elite Corps Phase 2 - Kashyyyk Camouflage, Scowl",2014,M,0
sw0520,"Imperial Gunner Open Mouth, Silver Imperial Logo",2014,M,0
sw0521,Royal Guard with Dark Red Arms and Hands,2014,M,0
sw0521b,Royal Guard with Dark Red Arms and Hands Spongy Cape,2016,M,0
sw0522,"Clone Trooper, 212th Attack Battalion Phase 2 - Orange Arms, Dirt Stains, Scowl",2014,M,0
sw0523,"Clone Airborne Trooper, 212th Attack Battalion Phase 2 - Orange Arm, Dirt Stains, Light Bluish Gray Cloth Kama, Scowl",2014,M,2
sw0524,"Clone BARC Trooper, 91st Mobile Reconnaissance Corps Phase 2 - Scowl",2014,M,2
sw0525,"Clone Trooper V-wing Pilot Phase 2 - Light Bluish Gray Arms and Legs, White Head",2014,M,0
sw0526,"Anakin Skywalker Dark Brown Legs, Headset",2014,M,0
sw0527,"Astromech Droid, R2-D2, Flat Silver Head, Red Dots and Small Receptor",2014,M,1
sw0527a,"Astromech Droid, R2-D2, Flat Silver Head, Lavender Dots and Small Receptor",2014,M,0
sw0528,"Clone Trooper Commander Gree, 41st Elite Corps Phase 2 - Kashyyyk Camouflage, Scowl",2014,M,0
sw0529,"Imperial Gunner Closed Mouth, Silver Imperial Logo",2014,M,0
sw0530,Chief Tarfful,2014,M,4
sw0531,"Clone Shock Trooper, Coruscant Guard Phase 2 - Large Eyes",2014,M,0
sw0532,Chewbacca Dark Tan Fur,2014,M,0
sw0533,Buzz Droid with Zipline Handle,2014,M,0
sw0534,"Astromech Droid, Q7-Series / R4-P22",2014,M,0
sw0535,Obi-Wan Kenobi Dark Tan Printed Legs,2014,M,0
sw0536,Neimoidian Warrior,2014,M,1
sw0537,"Clone Trooper, 104th Battalion Wolfpack Phase 2 - Dark Bluish Gray Markings, Large Eyes",2014,M,2
sw0538,Plo Koon Dark Tan Undershirt,2014,M,5
sw0539,"Han Solo, Dark Blue Legs, Vest with Pockets",2014,M,1
sw0540,Chancellor Palpatine - Episode 3 Dark Bluish Gray Outfit,2014,M,0
sw0541,Clone Trooper Phase 2 - Scowl,2014,M,0
sw0542,Anakin Skywalker Dark Brown Legs,2014,M,0
sw0543,"Imperial TIE Fighter Pilot - Light Nougat Head, Scowl, Silver Insignia on Helmet",2014,M,0
sw0544,Rebel Pilot X-wing Theron Nett,2014,M,0
sw0545,"Imperial Crew, Black Jumpsuit, Cavalry Kepi",2014,M,0
sw0546,TC-4 Protocol Droid,2014,M,1
sw0547,Darth Revan,2014,M,1
sw0548,Stormtrooper,1900,M,1
sw0548a,"Sandtrooper - Black Pauldron, Ammo Pouch, Dirt Stains, Survival Backpack",2014,M,0
sw0550,Treadwell Droid Dark Bluish Gray Binoculars,2014,M,0
sw0551,"Luke Skywalker Tatooine, White Legs, Detailed Face Print",2014,M,0
sw0552,Obi-Wan Kenobi Dark Brown Hooded Coat,2014,M,0
sw0553,Greedo with Belt,2014,M,0
sw0554,Bith Musician,2014,M,0
sw0555,"Astromech Droid, R2-A5",2014,M,1
sw0556,Ten Numb Red Jumpsuit,2014,M,0
sw0557,General Airen Cracken,2014,M,0
sw0558,Gray Squadron Pilot,2014,M,0
sw0559,Owen Lars Printed Legs,2014,M,0
sw0560,Jawa - Straps,2014,M,0
sw0561,C-3PO - Printed Legs Robot Limiter/Restraining Bolt,2014,M,0
sw0562,"Gonk Droid GNK Power Droid, Dark Bluish Gray",2014,M,1
sw0565,C1-10P Chopper,2014,M,0
sw0566,Luke Skywalker Tatooine - 2014 version,2014,M,0
sw0567,Dak Ralter with Pockets on Legs,2014,M,0
sw0568,"Snowtrooper, Light Bluish Gray Hips, Light Bluish Gray Hands, White Kama",2014,M,0
sw0569,"Luke Skywalker Pilot, Printed Legs, Cheek Lines",2014,M,0
sw0570,Ithorian Jedi Master,2014,M,1
sw0571,Jek-14 with Stormtrooper Helmet,2014,M,3
sw0572,"Astromech Droid, Dark Blue",2014,M,0
sw0573,RA-7 Protocol Droid Dark Bluish Gray,2014,M,1
sw0574,Ezra Bridger with Hair,2015,M,0
sw0574a,Ezra Bridger with Helmet,2014,M,0
sw0575,Zeb Orrelios,2014,M,0
sw0576,Hera Syndulla,2014,M,0
sw0577,Kanan Jarrus Black Hair and Eyebrows,2014,M,3
sw0578,"Imperial Stormtrooper - Printed Legs, Dark Azure Helmet Vents",2014,M,0
sw0579,General Maximillian Veers,2014,M,0
sw0580,Snowtrooper Commander,2014,M,0
sw0581,"AT-AT Driver - Dark Red Imperial Logo, Grimacing",2014,M,0
sw0582,Imperial Officer Captain / Commandant / Commander,2014,M,0
sw0583,Imperial Navy Trooper Black Jumpsuit,2014,M,0
sw0584,Imperial Crew - Dark Bluish Gray Cap,2014,M,0
sw0585,"Imperial Stormtrooper - Printed Legs, Dark Blue Helmet Vents",2014,M,0
sw0586,Darth Vader Tan Head,2014,M,0
sw0587,Mini Treadwell Droid,2014,M,0
sw0588,Spy Droid,2014,M,1
sw0589,R1-Series Droid,2014,M,0
sw0590,Jawa with Gold Badge,2014,M,0
sw0591,PK-4 Droid,2014,M,0
sw0592,"Obi-Wan Kenobi Young, Printed Legs",2014,M,0
sw0593,Qui-Gon Jinn Printed Legs,2014,M,0
sw0594,Naboo Security Guard,2014,M,1
sw0595,"Emperor Palpatine - Tan Head, Tan Hands",2014,M,0
sw0596,"Clone Trooper - Printed Legs, Santa Hat, Scowl",2014,M,1
sw0597,"Snowspeeder Pilot - White Helmet, Headset",2014,M,0
sw0598,"Astromech Droid, Christmas",2014,M,0
sw0599,Santa Darth Vader,2014,M,1
sw0600,Battle Droid Security with Straight Arm - Solid Pattern on Torso,2014,M,0
sw0601,"Han Solo, Black Vest, Dark Blue Legs",2008,M,2
sw0602,Kanan Jarrus Dark Brown Hair and Eyebrows,2014,M,0
sw0603,Imperial Shadow Stormtrooper,2015,M,0
sw0604,Shadow Guard,2015,M,0
sw0605,"Clone Airborne Trooper Phase 2 - Geonosis Camouflage, Smirk",2015,M,0
sw0606,"Clone Trooper Phase 2 - Geonosis Camouflage, Scowl",2015,M,0
sw0607,Snowspeeder Pilot - Light Bluish Gray Helmet,2015,M,0
sw0608,"Clone Trooper Pilot Phase 2 - Light Bluish Gray Arms and Legs, Cheek Lines",2015,M,0
sw0609,"Clone Trooper Pilot Phase 1 - Bright Light Orange Markings, Printed Legs, Scowl",2015,M,0
sw0610,"Boba Fett - Pauldron, Helmet, Jet Pack, Printed Arms and Legs",2015,M,2
sw0611,"Bespin Guard - Light Nougat Head, Detailed Gold Trim",2015,M,0
sw0612,"Han Solo, Reddish Brown Legs without Holster Pattern, Dual Sided Head, Cheek Lines",2015,M,0
sw0613,Senate Commando Captain - Printed Legs,2015,M,0
sw0614,Senate Commando - Printed Legs,2015,M,0
sw0615,Asajj Ventress - White Torso,2015,M,0
sw0616,Sabine Wren - Dark Blue with Orange Highlights Hair,2015,M,0
sw0617,"Imperial Stormtrooper - Printed Legs, Dark Azure Helmet Vents, Frown",2015,M,0
sw0618,Anakin Skywalker Clone Trooper Head,2011,M,0
sw0619,T-16 Skyhopper Pilot - Light Bluish Gray Helmet,2015,M,0
sw0620,"Tusken Raider - Head Spikes, Crossed Belts",2015,M,1
sw0621,Imperial TIE Fighter Pilot - Rebels,2015,M,1
sw0622,The Inquisitor,2015,M,0
sw0623,Imperial Officer Captain / Commandant / Commander - Dark Tan Uniform,2015,M,0
sw0624,AT-DP Pilot Imperial Combat Driver - White Uniform,2015,M,0
sw0625,Agent Alexsandr Kallus,2015,M,4
sw0626,Wullffwarro,2015,M,0
sw0627,"Wookiee, Printed Arm",2015,M,0
sw0628,Gungan Warrior,2015,M,0
sw0629,"Clone Trooper Lieutenant Phase 1 - Printed Legs, Scowl",2015,M,0
sw0630,Stormtrooper Sergeant,2015,M,0
sw0631,"Boba Fett - White, Detailed Pattern",2015,M,2
sw0632,Imperial TIE Fighter Pilot - Printed Arms,2015,M,0
sw0633,Admiral Colonel Wullf Yularen,2015,M,0
sw0634,Emperor Palpatine,2015,M,0
sw0634a,Emperor Palpatine Spongy Cape,2016,M,1
sw0635,Luke Skywalker Jedi Master,2015,M,0
sw0636,Darth Vader Type 2 Helmet,2015,M,0
sw0636b,"Darth Vader Type 2 Helmet, Spongy Cape",2016,M,0
sw0637,Obi-Wan Kenobi Old - Standard Cape,2013,M,0
sw0637a,"Obi-Wan Kenobi Old, Standard Cape, with Pupils",2013,M,0
sw0638,Naboo Security Officer - Light Nougat Head,2015,M,0
sw0639,Captain Tarpals,2015,M,4
sw0640,"Anakin Skywalker Short Legs, Detailed Shirt",2015,M,0
sw0641,Naboo Fighter Pilot - Medium Nougat Jacket,2015,M,0
sw0642,Droideka - Destroyer Droid Reddish Brown Triangles without Stickers,2015,M,11
sw0642s,Droideka - Destroyer Droid Reddish Brown Triangles with Stickers,2015,M,0
sw0643,Princess Leia Camouflage Cape,2015,M,0
sw0644,Han Solo Endor Outfit,2015,M,2
sw0645,Endor Rebel Trooper 1 Olive Green,2015,M,0
sw0646,Endor Rebel Trooper 2 Olive Green Commander Rex,2015,M,39
sw0647,Agent Alexsandr Kallus Hair,2015,M,0
sw0648,"Astromech Droid, Imperial, Black",2015,M,11
sw0649,Watto Tan Hands,2015,M,0
sw0650,Darth Maul - Printed Legs,2015,M,0
sw0651,"Qui-Gon Jinn Poncho, Printed Legs",2015,M,0
sw0652,DRK-1 Dark Eye Probe Droid Black,2015,M,3
sw0653,C-3PO - Dark Red Arm,2015,M,0
sw0654,First Order Crew Member Fleet Engineer / Gunner - Reddish Brown Head,2015,M,0
sw0655,Unkars Thug,2015,M,0
sw0656,First Order Snowtrooper Officer,2015,M,0
sw0657,First Order Snowtrooper with Kama,2015,M,0
sw0658,"Poe Dameron Pilot Jumpsuit, Helmet",2015,M,0
sw0659,Resistance Pilot X-wing,2015,M,2
sw0660,Resistance Ground Crew,2015,M,2
sw0661,BB-8 Small Photoreceptor,2015,M,0
sw0662,General Hux - Cap,2015,M,0
sw0663,Kylo Ren Helmet,2015,M,1
sw0664,First Order Stormtrooper Officer Rounded Mouth Pattern,2015,M,0
sw0665,First Order Officer Lieutenant / Captain - Female,2015,M,0
sw0666,First Order Flametrooper,2015,M,0
sw0667,First Order Stormtrooper Rounded Mouth Pattern,2015,M,0
sw0668,"Resistance Soldier, Female",2015,M,0
sw0669,"Resistance Soldier, Male",2015,M,0
sw0670,First Order Officer Lieutenant / Captain - Male,2015,M,0
sw0671,First Order Crew Member Fleet Engineer / Gunner - Light Nougat Head,2015,M,0
sw0672,"First Order TIE Fighter Pilot, Two White Lines on Helmet",2015,M,0
sw0673,Kanjiklub Gang Member,2015,M,0
sw0674,Tasu Leech,2015,M,0
sw0675,"Han Solo, Old Lopsided Grin",2015,M,0
sw0676,Finn,2015,M,0
sw0677,Rey - Dark Tan Tied Robe,2015,M,1
sw0678,Hoth Rebel Trooper White Uniform Cheek Lines,2015,M,0
sw0679,"Astromech Droid, R2-D2, Reindeer",2015,M,0
sw0680,Santa C-3PO,2015,M,6
sw0681,LIN Demolitionmech Droid,2015,M,0
sw0682,Imperial Probe Droid - Mini,2015,M,0
sw0683,Assassin Droid Dark Bluish Gray,2015,M,0
sw0684,Captain Phasma Rounded Mouth Pattern,2015,M,0
sw0685,"Yoda Clone Wars, White Hair",2013,M,0
sw0686,Darth Maul Waist Sash with Pocket Torso,2009,M,0
sw0687,Rodian Alliance Fighter,2016,M,0
sw0688,"Rebel Trooper, Goggles, Dark Tan Helmet",2016,M,0
sw0689,"Duros Alliance Fighter, Jet Pack",2016,M,0
sw0690,"Rebel Trooper, Rebel Helmet, Jet Pack",2016,M,0
sw0691,Imperial Jet Pack Trooper Jumptrooper,2016,M,0
sw0692,Imperial Shock Trooper,2016,M,0
sw0693,Imperial Crew - Black Cap,2016,M,0
sw0694,First Order Crew Member - Cap with Insignia,2016,M,0
sw0695,First Order Heavy Assault Stormtrooper Rounded Mouth Pattern,2016,M,0
sw0696,"Resistance Trooper - Tan Jacket, Moustache",2016,M,0
sw0697,"Resistance Trooper - Dark Tan Jacket, Frown, Furrowed Eyebrows",2016,M,0
sw0698,"Resistance Trooper - Tan Jacket, Frown, Cheek Lines",2016,M,1
sw0699,Resistance Officer - Headset,2016,M,1
sw0700,"C-3PO - Colorful Wires, Printed Legs",2016,M,3
sw0701,First Order Snowtrooper,2016,M,0
sw0702,Imperial Combat Driver - Gray Uniform,2016,M,0
sw0703,Maz Kanata,2016,M,0
sw0704,Obi-Wan Kenobi Headset,2016,M,0
sw0705,Resistance Pilot X-wing Temmin Snap Wexley,2016,M,1
sw0706,"Astromech Droid, R4-P17 - Silver Band Around Dome, Black Outline Rectangles",2016,M,0
sw0707,Yoda Olive Green,2016,M,0
sw0708,Hoth Rebel Trooper White Uniform Frown,2016,M,0
sw0709,"Han Solo - Parka, Dark Brown Coat Hoth",2016,M,0
sw0710,Ugnaught Dark Blue Overalls,2016,M,0
sw0711,Boba Fett - Pauldron Cloth with Dark Orange Stripe Pattern,2016,M,2
sw0712,"Imperial Probe Droid, Dark Bluish Gray Sensors Reddish Brown Round Plate Inside",2016,M,0
sw0712a,"Imperial Probe Droid, Dark Bluish Gray Sensors Dark Bluish Gray Round Plate Inside",2016,M,0
sw0713,Wookiee,2016,M,0
sw0714,"Han Solo, Dark Brown Legs",2016,M,0
sw0715,First Order General Admiral,2016,M,0
sw0716,Finn FN-2187,2016,M,0
sw0717,Kylo Ren Hair,2016,M,0
sw0718,General Leia,2016,M,0
sw0719,Admiral Ackbar Medium Nougat Robe,2016,M,0
sw0720,"Resistance Trooper - Dark Tan Jacket, Frown, Cheek Lines",2016,M,0
sw0721,Resistance Trooper - Resistance Logo,2016,M,1
sw0722,"First Order Heavy Assault Stormtrooper Rounded Mouth Pattern - Backpack, Ammo Pouch Print",2016,M,0
sw0723,Unkars Brute,2016,M,0
sw0724,"Astromech Droid, R3-A2",2016,M,0
sw0725,K-3PO Printed Legs,2016,M,1
sw0726,Toryn Farr,2016,M,0
sw0727,Han Solo Hoth,2016,M,0
sw0728,Rebel Officer,2016,M,1
sw0729,Wes Janson,2016,M,1
sw0730,Wedge Antilles - Printed Legs,2016,M,0
sw0731,"Luke Skywalker Hoth, Face with Scars",2016,M,0
sw0734,"Hoth Rebel Trooper White Uniform Tan Beard, Backpack",2016,M,0
sw0735,Hoth Rebel Trooper Dark Tan Uniform Frown,2016,M,0
sw0736,Hoth Rebel Trooper Dark Tan Uniform Brown Beard,2016,M,0
sw0737,"Poe Dameron Medium Nougat Jacket, Hair",2016,M,0
sw0738,Lor San Tekka,2016,M,2
sw0739,Unkar Plutt,2016,M,0
sw0740,Teedo,2016,M,0
sw0741,Grand Moff Wilhuff Tarkin - Dark Tan Uniform,2016,M,1
sw0742,Sabine Wren - Bright Green and Dark Blue Hair,2016,M,0
sw0743,"Rebel Pilot A-wing Open Helmet, Sand Blue Jumpsuit, Female",2016,M,0
sw0744,"Darth Vader White Head, Rebels",2016,M,0
sw0745,Luminara Unduli Cape,2016,M,2
sw0746,Quinlan Vos - Printed Legs,2016,M,1
sw0747,Imperial Inquisitor Fifth Brother - Dark Bluish Gray Uniform,2016,M,0
sw0748,Commander Gregor,2016,M,0
sw0749,Captain Rex Old,2016,M,1
sw0750,Commander Wolffe,2016,M,0
sw0751,Dengar White Torso,2016,M,0
sw0752,Naare,2016,M,6
sw0753,"Rowan - Yellow Jacket, Aviator Cap and Goggles",2016,M,2
sw0754,Zander - Sand Blue Jacket,2016,M,1
sw0755,Kordi - Sand Blue Legs,2016,M,0
sw0756,R0-GR Roger,2016,M,0
sw0757,"Rebel Pilot A-wing Open Helmet, Red Jumpsuit",2016,M,0
sw0758,Commander Sato,2016,M,0
sw0759,Ahsoka Tano Adult - Tunic with Armor and Belt,2016,M,1
sw0760,Hoth Rebel Trooper White Uniform Moustache,2016,M,0
sw0761,Rebel Pilot - Zin Evalon,2016,M,1
sw0762,"Bespin Guard - Light Nougat Head, Detailed Gold Trim, Furrowed Eyebrows",2016,M,1
